Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition
Suzuki,Alto,2006,37990,675000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2020,71000,4750000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Bolan,2021,30000,1750000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Every,2013,141000,1620000,Petrol,Punjab,Original,Imported,Automatic,Used
Honda,City IVTEC,2011,156000,2260000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2012,84000,780000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2007,164000,2400000,Petrol,Lahore,Original,Local,Automatic,Used
Changan,Alsvin,2022,15000,4250000,Petrol,Islamabad,Original,Local,Automatic,Used
Daihatsu,Cuore,2010,146000,1150000,Petrol,Sindh,Original,Local,Manual,Used
Toyota,Corrolla Altis,2019,46000,4950000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2004,123456,985000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2006,130000,1800000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Swift,2018,69000,2300000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Wagon R,2019,78500,2480000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Baleno,2018,72000,1350000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2021,14000,4600000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Passo,2005,100998,1420000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,Civic Oriel,2005,111500,1350000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2007,100000,1980000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2017,48000,3080000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2015,80000,3650000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Terios Kid,2015,61000,2300000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Yaris,2022,11000,4675000,Petrol,Punjab,Original,Local,Automatic,Used
Toyota,Corolla GLI,2013,130000,2810000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City Aspire,2016,12345,2760000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Baleno,2005,185000,975000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2022,23000,2650000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IVTEC,2014,125000,2900000,Petrol,Islamabad,Original,Local,Manual,Used
Hyundai,Santro,2001,55555,695000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2012,12345,850000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Cuore,2004,12345,790000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2006,143000,895000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Wagon R,2016,100000,2250000,Petrol,Islamabad,Original,Local,Manual,Used
Mercedes,E Class,2004,190000,4200000,Petrol,Islamabad,Original,Imported,Automatic,Used
KIA,Picanto,2021,65000,2700000,Petrol,Punjab,Original,Local,Automatic,Used
Honda,City IDSI,2007,99999,1680000,Petrol,Sindh,Original,Imported,Manual,Used
Daihatsu,Mira,2016,62000,2850000,Petrol,Sindh,Original,Imported,Automatic,Used
Daihatsu,Mira,2012,76000,2075000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2014,121000,3450000,Petrol,Islamabad,Original,Local,Automatic,Used
Honda,City IVTEC,2016,219810,2350000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2012,12345,875000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2005,166000,1550000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2008,12435,775000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Mehran VXR,2011,35000,530000,Petrol,Multan,Original,Local,Manual,Used
Daihatsu,Mira,2013,78000,2250000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Every,2013,70000,1780000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,Civic Oriel,2013,120000,3550000,Petrol,Lahore,Original,Local,Automatic,Used
FAW,V2,2017,41500,1690000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Alto,2006,123456,920000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2004,100000,600000,Petrol,Karachi,Original,Local,Manual,Used
Hyundai,Santro,2005,110000,920000,Petrol,Lahore,Original,Local,Manual,Used
Changan,Alsvin,2022,21000,3800000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Every,2011,120000,1380000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Bolan,2016,98000,1350000,Petrol,Lahore,Original,Imported,Manual,Used
Changan,Karvaan,2021,27000,2250000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Hijet,2013,123456,1450000,Petrol,Karachi,Original,Imported,Automatic,Used
Hyundai,Santro,2004,10000,945000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2017,70000,1420000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corrolla Altis,2016,65500,4300000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IDSI,2006,117790,1625000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2022,15000,4650000,Petrol,Islamabad,Original,Local,Automatic,Used
Hyundai,Santro,2004,260000,825000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Wagon R,2019,53500,2010000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2009,96000,620000,Petrol,Faisalabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2012,123456,850000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Baleno,2004,100000,800000,Petrol,Sindh,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2009,128000,2350000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,Civic Oriel,2002,231421,1420000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Move,2013,71500,2290000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Baleno,2005,444444,875000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Ravi,2017,28000,1250000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Corolla XLI,2012,72000,2600000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2003,250000,995000,Petrol,Islamabad,Original,Imported,Manual,Used
Chevrolet,Exclusive,2005,10000,450000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Every,2015,86000,2300000,Petrol,Islamabad,Original,Imported,Automatic,Used
Mitsubishi,Lancer,2004,128000,1590000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2006,100000,1350000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2016,87500,3550000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2018,60666,1200000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2020,35000,1400000,Petrol,Karachi,Original,Local,Manual,Used
Changan,Karvaan,2021,12000,2680000,Petrol,Punjab,Original,Local,Manual,Used
Toyota,Corolla GLI,2011,150000,2050000,Petrol,Lahore,Original,Local,Manual,Used
Chevrolet,Joy,2007,100000,750000,Petrol,Lahore,Original,Local,Manual,Used
Mercedes,C Class,2004,220000,2550000,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Cuore,2007,320000,579000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Altis Grande,2016,81000,3890000,Petrol,Karachi,Original,Local,Automatic,Used
Hyundai,Santro,2004,1000,730000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2008,120000,1180000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2018,86500,1400000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Lancer,2007,170000,1950000,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Mira,2019,66000,4000000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Wagon R,2018,190000,1950000,Petrol,Lahore,Original,Local,Manual,Used
Changan,Karvaan,2020,70000,2300000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2022,9000,4400000,Petrol,Punjab,Original,Local,Manual,Used
Honda,City IVTEC,2016,83000,2985000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Terios Kid,2006,83000,2200000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2018,75500,3295000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2005,170000,570000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IDSI,2007,122000,1600000,Petrol,Karachi,Original,Local,Manual,Used
Changan,Alsvin,2021,25000,3900000,Petrol,Lahore,Original,Local,Automatic,Used
KIA,Classic,2003,100000,390000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,Civic Oriel,2011,80000,2300000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Mira,2016,82100,2675000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2007,38000,715000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2015,89000,3990000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2021,32000,2325000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Mehran VXR,2003,50000,450000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2008,77000,860000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2022,42000,2350000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2020,45000,2450000,Petrol,Islamabad,Original,Imported,Manual,Used
Daihatsu,Hijet,2017,106000,1455000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IVTEC,2021,32000,4050000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2006,100000,820000,Petrol,Rawalpindi,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,145000,1225000,Petrol,Karachi,Original,Local,Automatic,Used
Mitsubishi,Pajero Mini,2005,80000,1220000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2008,200090,770000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Yaris,2021,35000,5000000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Alto,2004,90000,780000,Petrol,Bhimber,Original,Local,Manual,Used
Suzuki,Ravi,2008,100000,550000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2016,99000,1500000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2022,9000,2350000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Ravi,2012,100000,760000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2010,190000,2450000,Petrol,Islamabad,Original,Local,Manual,Used
Hyundai,Santro,2004,88000,885000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2021,62000,1700000,Petrol,Islamabad,Original,Local,Manual,Used
Hyundai,Santro,2007,150000,990000,Petrol,Faisalabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2017,47000,1260000,Petrol,Islamabad,Original,Imported,Manual,Used
Toyota,Corrolla Altis,2016,80621,3775000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2013,50000,800000,Petrol,Karachi,Original,Local,Manual,Used
Hyundai,Santro,2006,100000,875000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2006,50000,1625000,Petrol,Multan,Original,Local,Manual,Used
Toyota,Passo,2020,2390,4150000,Petrol,Unregistered,Original,Imported,Automatic,Used
Toyota,Altis Grande,2014,165000,3850000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Bolan,2014,65000,1035000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2003,123456,1090000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Baleno,2005,155000,1000000,Petrol,Gujranwala,Original,Local,Manual,Used
Suzuki,Alto,2010,128530,825000,Petrol,Karachi,Original,Imported,Manual,Used
Daihatsu,Hijet,2007,166000,1100000,Petrol,Karachi,Original,Imported,Automatic,Used
Mitsubishi,Ek Wagon,2016,76400,2490000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2012,70000,3200000,Petrol,Gujranwala,Original,Local,Automatic,Used
Toyota,Corolla GLI,2018,111000,4350000,Petrol,Lahore,Original,Local,Automatic,Used
KIA,Sportage,2004,123000,1090000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2008,150000,1770000,CNG,Peshawar,Original,Imported,Manual,Used
Hyundai,Santro,2003,1234,690000,Petrol,Sindh,Original,Imported,Manual,Used
Honda,Civic Oriel,2006,90000,1295000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Classic,2001,25000,450000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IDSI,2005,100000,1350000,Petrol,Sindh,Original,Local,Manual,Used
Hyundai,Santro,2007,152000,1480000,Petrol,Islamabad,Original,Imported,Manual,Used
Changan,Karvaan,2020,68000,1850000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2022,34000,2500000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Bolan,2015,90000,1050000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Swift,2021,30000,3875000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Passo,2008,107200,2050000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Swift,2018,75000,2690000,Petrol,Sindh,Original,Local,Automatic,Used
Honda,Civic Oriel,2017,75000,4800000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Cuore,2003,100000,580000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2022,13700,3325000,Petrol,Punjab,Original,Local,Automatic,Used
Toyota,Corolla XLI,2006,80000,1600000,Petrol,Faisalabad,Original,Local,Manual,Used
Hyundai,Santro,2003,225500,660000,Petrol,Lahore,Duplicate,Local,Manual,Used
Toyota,Corolla XLI,2010,123456,2000000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Move,2006,89000,1680000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Bolan,2014,35500,900000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2000,150000,700000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Baleno,2004,10000,890000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2003,1234,695000,CNG,Sindh,Original,Imported,Manual,Used
Daihatsu,Cuore,2006,130000,920000,Petrol,Attock,Original,Imported,Manual,Used
Toyota,Passo,2012,101500,2625000,Petrol,Lahore,Original,Imported,Automatic,Used
Changan,Karvaan,2021,72000,2200000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Wagon R,2021,16500,2850000,Petrol,Gujrat,Original,Local,Manual,Used
Suzuki,Mehran VXR,2018,50000,1125000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2012,50000,585000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Every,2017,123456,1550000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Swift,2017,75000,2100000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2022,20000,2950000,Petrol,Punjab,Original,Local,Manual,Used
Daihatsu,Hijet,2012,119500,1480000,Petrol,Karachi,Original,Imported,Automatic,Used
FAW,X-PV,2014,194000,750000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2017,79000,2400000,Petrol,Karachi,Original,Local,Automatic,Used
KIA,Spectra,2001,75000,1250000,Petrol,Punjab,Original,Imported,Automatic,Used
Honda,City IVTEC,2017,100000,3375000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corrolla Altis,2002,22222,1575000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2013,70000,899000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2005,193000,1500000,Petrol,Jhang Sadar,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2018,50000,4425000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Cuore,2010,12345,1050000,Petrol,Multan,Original,Imported,Manual,Used
Toyota,Corrolla Altis,2015,80000,3250000,Petrol,Karachi,Original,Local,Automatic,Used
FAW,V2,2015,81000,1585000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Swift,2012,117000,1700000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2000,100000,500000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2015,80000,2180000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2018,113500,3250000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2008,100000,1000000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2019,65000,1480000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Alto,2022,40500,2515000,Petrol,Karachi,Original,Local,Manual,Used
Hyundai,Santro,2008,120000,1315000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2015,169985,3150000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2009,123456,2050000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City Aspire,2012,140000,2690000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City IVTEC,2009,82000,1795000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Spectra,2002,123456,930000,Petrol,Sindh,Original,Imported,Automatic,Used
Honda,City IVTEC,2012,135252,2700000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2016,67500,2820000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2012,255555,630000,Petrol,Gujranwala,Original,Local,Manual,Used
Suzuki,Every,2023,89500,2490000,Petrol,Unregistered,Original,Imported,Manual,Used
Toyota,Corolla XLI,2010,12345,2090000,CNG,Sindh,Original,Local,Manual,Used
Mitsubishi,Pajero Mini,2006,12345,1150000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City Aspire,2016,82100,3400000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2014,15000,2050000,Petrol,Karachi,Original,Imported,Automatic,Used
Daihatsu,Cuore,2005,245000,680000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2019,57436,3050000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Bolan,2013,102000,1050000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2011,7850,980000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Yaris,2021,26000,4275000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Bolan,2010,435107,750000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Alto,2013,123456,1975000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City Aspire,2017,70000,3400000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2020,58000,4125000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Mira,2012,143729,2350000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Wagon R,2019,20000,2300000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2002,250000,1250000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2008,140000,2100000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Swift,2009,90000,950000,Petrol,Karachi,Duplicate,Imported,Automatic,Used
Honda,City Aspire,2019,59858,4085000,Petrol,Lahore,Original,Local,Automatic,Used
Hyundai,Santro,2002,95000,850000,Petrol,Faisalabad,Original,Local,Manual,Used
Daihatsu,Cuore,2007,156138,950000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2019,70000,2010000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2011,87000,1050000,Petrol,Sindh,Original,Local,Manual,Used
Toyota,Corolla GLI,2016,116000,3260000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2011,70000,920000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2010,225000,2600000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2017,66000,4690000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2016,119099,2700000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Passo,2018,59000,3750000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2007,174000,975000,Petrol,Islamabad,Original,Imported,Automatic,Used
Honda,City IVTEC,2017,52531,3285000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2013,123456,875000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2002,200000,1600000,Petrol,Sindh,Original,Imported,Automatic,Used
Hyundai,Santro,2000,143000,625000,Petrol,Sialkot,Original,Local,Manual,Used
Honda,Civic Prosmetic,2005,170000,1285000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Mira,2013,106000,2435000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2012,127000,2325000,Petrol,Multan,Original,Local,Manual,Used
Honda,City Aspire,2018,42000,3795000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Passo,2012,80000,2350000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Wagon R,2016,160000,1620000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Move,2015,212000,2250000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Bolan,2017,42000,1100000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Vario,2005,200000,1475000,Petrol,Sindh,Original,Local,Automatic,Used
Toyota,Corolla XLI,2014,96000,2800000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2018,70000,3950000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,116000,2400000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Yaris,2020,54000,4000000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2018,79000,3150000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2002,205555,1480000,Petrol,Sindh,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2013,10000,3390000,Petrol,Islamabad,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2013,354720,2450000,Petrol,Multan,Original,Imported,Manual,Used
Suzuki,Wagon R,2017,179097,1775000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2006,100000,790000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2008,250000,950000,Petrol,Abbottabad,Original,Local,Manual,Used
Daihatsu,Cuore,2009,93000,989000,Petrol,Faisalabad,Original,Local,Manual,Used
Daihatsu,Mira,2015,120000,2650000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2020,23000,4050000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Passo,2014,88000,2750000,Petrol,Karachi,Original,Imported,Automatic,Used
Hyundai,Santro,2003,252813,780000,Petrol,Lahore,Duplicate,Local,Manual,Used
